Resource ID,Resource Type,Account ID,Region,Resource Name,Tags
Z083693714ZTZ7G6HZ443,AWS::Route53::HostedZone,215247467417,us-east-1,globeinsurancedirect.com.,
Z083709950S20NRRZ7J9,AWS::Route53::HostedZone,215247467417,us-east-1,globe-family-protection.com.,
Z083718925FX6OJ5FZHVV,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeinspolicies.com.,
Z0837205CBDEX2NJWSJ2,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeoffernow.com.,
Z08375461RGED733VBMZ,AWS::Route53::HostedZone,215247467417,us-east-1,globelifereview-youroptions.com.,
Z08375623BTWSF5TANDDW,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-policies.com.,
Z0838178WCEMSF15BKQ3,AWS::Route53::HostedZone,215247467417,us-east-1,globe-lifedirectcoverage.com.,
Z08381901OIJQD9KMDOOU,AWS::Route53::HostedZone,215247467417,us-east-1,globelife4you.com.,
Z08382033YKYMT989XWF,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-buydirect.com.,
Z08382682XNRP1BJRK1ER,AWS::Route53::HostedZone,215247467417,us-east-1,globelifenowaiting.com.,
Z083861176C6MJAN3F17,AWS::Route53::HostedZone,215247467417,us-east-1,freeinfoglobelifeinsurance.com.,
Z0838619W53JSR72GHA8,AWS::Route53::HostedZone,215247467417,us-east-1,getglobeinsurance.com.,
Z08386491DCIHN6NPC3Y3,AWS::Route53::HostedZone,215247467417,us-east-1,globe4life.com.,
Z08390263FH1T14J0OZ9U,AWS::Route53::HostedZone,215247467417,us-east-1,coverwithglobeinsurance.com.,
Z08390801J8KHOVKEZP46,AWS::Route53::HostedZone,215247467417,us-east-1,chooseglobelifeprotection.com.,
Z083908238W23Q3FY86G1,AWS::Route53::HostedZone,215247467417,us-east-1,dollarstartslife.com.,
Z08391971N02SWCUKBWIZ,AWS::Route53::HostedZone,215247467417,us-east-1,dollarbuyslife.com.,
Z08393641Q60YGYMLQ6FO,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobeinsurance.com.,
Z08396451UVJ9JN23PU02,AWS::Route53::HostedZone,813256246874,us-east-1,trustglobelife.com.,
Z084064335QUN9TESS9MJ,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarstarts.com.,
Z0841212JUKWTDTPIIX2,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarglobeinsurance.net.,
Z08414251MNHMA8CNB8JD,AWS::Route53::HostedZone,215247467417,us-east-1,insurancefromglobe.com.,
Z084142734057NTM0FV2B,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarglobeoffer.com.,
Z08414372WR29CD9IK6ZU,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarbuyscoverage.com.,
Z0841438SSAZ3IBTUNIE,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarbuysglobelife.com.,
Z08414393GMI04K4LXDFI,AWS::Route53::HostedZone,215247467417,us-east-1,purchaseglobetoday.com.,
Z08418572H80ZUQMSQEPY,AWS::Route53::HostedZone,215247467417,us-east-1,joinglobe.com.,
Z0842206238SZK1J3KM73,AWS::Route53::HostedZone,215247467417,us-east-1,globeonedollar.com.,
Z08423401ODJVCM3Q91VD,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-reviewyouroptions.com.,
Z0842346QYF323DGZTWB,AWS::Route53::HostedZone,215247467417,us-east-1,globelifequote.com.,
Z08423552GE340ZXT17PK,AWS::Route53::HostedZone,215247467417,us-east-1,globeliferadio.com.,
Z08423631NFNNE6FV3WJW,AWS::Route53::HostedZone,215247467417,us-east-1,globepeaceofmind.com.,
Z084236739W8TK4Z0NNSG,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-policy.com.,
Z0842500FNA244SEVFS1,AWS::Route53::HostedZone,215247467417,us-east-1,insuranceglobelife.com.,
Z084269921FNN8Z724IGK,AWS::Route53::HostedZone,215247467417,us-east-1,protection-globelife.com.,
Z08434471CCQ59VH98TEO,AWS::Route53::HostedZone,215247467417,us-east-1,globe-life-protection.com.,
Z0843454AIFU9TXTXZ5Y,AWS::Route53::HostedZone,215247467417,us-east-1,insurancebyglobelife.com.,
Z084347717SDYSP3MAHEK,AWS::Route53::HostedZone,215247467417,us-east-1,globe-lifereviewyouroptions.com.,
